ID_Data,ID,ILs,Cite,Temperatura_K,Critical_temperature_K,Reduced_Temperature,Pressure_kPa,MW,c(-CH3),c(-CH2-),c(-OH),c(-NH3),c(>N-),c(-P),c(-S-),cr(-CH2-),cr(=CH-),cr(=C<),cr(>N-),cr(=N-),a(-CH3),a(-CH2-),a(>CH-),a(>C<),a(-OH),a(-O-),a(-COO-),a(=O) Other,a(-NH2),a(-NH-),a(>N-),a(-CN),a(-F),a(-Cl),a(-Br),a(-P),a(-B),a(-S-),a(-SO2-),a(-Sb),Thermal_conductivity_W_mK
1,1,['1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity of ionic liquids under pressure"", Yebra, Francisco; Troncoso, Jacobo; Romani, Luis (2020) Fluid Phase Equilib. 515, 112573.",283.15,1209.164752,0.234169909,100,422.4,2,3,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1132
256,8,['1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",326.71,1196.86269,0.272971998,101.325,408.37,2,2,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1167
257,8,['1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",340.17,1196.86269,0.284218067,101.325,408.37,2,2,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1178
258,8,['1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",351.81,1196.86269,0.293943493,101.325,408.37,2,2,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1166
259,8,['1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",354.65,1196.86269,0.296316363,101.325,408.37,2,2,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1172
260,8,['1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",389.67,1196.86269,0.325576194,101.325,408.37,2,2,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1162
261,8,['1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",408.29,1196.86269,0.341133535,101.325,408.37,2,2,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1142
262,8,['1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",409.24,1196.86269,0.341927276,101.325,408.37,2,2,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1156
263,8,['1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",434.89,1196.86269,0.363358306,101.325,408.37,2,2,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.115
264,8,['1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",435.53,1196.86269,0.363893038,101.325,408.37,2,2,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1138
265,9,['1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",279.16,1209.164752,0.230870111,101.325,422.4,2,3,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1159
266,9,['1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",294.59,1209.164752,0.243630985,101.325,422.4,2,3,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.115
267,9,['1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",306.65,1209.164752,0.253604812,101.325,422.4,2,3,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1157
268,9,['1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",334.78,1209.164752,0.276868805,101.325,422.4,2,3,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.114
269,9,['1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",335.13,1209.164752,0.277158261,101.325,422.4,2,3,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1143
270,9,['1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",338.98,1209.164752,0.280342277,101.325,422.4,2,3,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1136
271,9,['1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",353.98,1209.164752,0.292747535,101.325,422.4,2,3,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1153
272,9,['1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",362.23,1209.164752,0.299570426,101.325,422.4,2,3,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1135
273,9,['1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",364.36,1209.164752,0.301331973,101.325,422.4,2,3,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1142
274,9,['1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",383.56,1209.164752,0.317210702,101.325,422.4,2,3,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1134
275,9,['1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",419.99,1209.164752,0.347338937,101.325,422.4,2,3,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1126
276,9,['1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity and thermal diffusivity of pyrrolidinium- based ionic liquids at atmospheric pressure"", Zaripov, Zufar I.; Gumerov, Farid M.; Khairutdinov, Vener F.; Musial, Malgorzata; Zorebski, Edward; Dzida, Marzena; Abdulagatov, Ilmutdin M. (2019) Fluid Phase Equilib. 485, 135-145.",438.07,1209.164752,0.362291408,101.325,422.4,2,3,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1123
277,10,['1-ethyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",300,596.2295465,0.503161914,101.325,197.97,2,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.199
278,10,['1-ethyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",310,596.2295465,0.519933978,101.325,197.97,2,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.197
279,10,['1-ethyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",320,596.2295465,0.536706042,101.325,197.97,2,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.196
280,10,['1-ethyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",330,596.2295465,0.553478106,101.325,197.97,2,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.195
281,10,['1-ethyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",340,596.2295465,0.57025017,101.325,197.97,2,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.194
282,10,['1-ethyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",350,596.2295465,0.587022233,101.325,197.97,2,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.193
283,10,['1-ethyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",360,596.2295465,0.603794297,101.325,197.97,2,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.191
284,10,['1-ethyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",370,596.2295465,0.620566361,101.325,197.97,2,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.19
285,10,['1-ethyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",380,596.2295465,0.637338425,101.325,197.97,2,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.189
286,10,['1-ethyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",390,596.2295465,0.654110489,101.325,197.97,2,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.188
287,11,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",300,643.1791091,0.46643306,101.325,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.186
288,11,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",310,643.1791091,0.481980829,101.325,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.185
289,11,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",320,643.1791091,0.497528597,101.325,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.184
290,11,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",330,643.1791091,0.513076366,101.325,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.184
291,11,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",340,643.1791091,0.528624135,101.325,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.183
292,11,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",350,643.1791091,0.544171903,101.325,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.183
293,11,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",360,643.1791091,0.559719672,101.325,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.182
294,11,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",370,643.1791091,0.575267441,101.325,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.181
295,11,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",380,643.1791091,0.590815209,101.325,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.181
296,11,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",390,643.1791091,0.606362978,101.325,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.18
297,12,"['1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide']","""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",300,1269.713108,0.236273847,101.325,419.36,3,2,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.13
298,12,"['1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide']","""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",310,1269.713108,0.244149641,101.325,419.36,3,2,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.13
299,12,"['1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide']","""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",320,1269.713108,0.252025436,101.325,419.36,3,2,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.129
300,12,"['1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide']","""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",330,1269.713108,0.259901231,101.325,419.36,3,2,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.129
301,12,"['1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide']","""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",340,1269.713108,0.267777026,101.325,419.36,3,2,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.128
302,12,"['1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide']","""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",350,1269.713108,0.275652821,101.325,419.36,3,2,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.128
303,12,"['1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide']","""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",360,1269.713108,0.283528616,101.325,419.36,3,2,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.127
304,12,"['1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide']","""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",370,1269.713108,0.291404411,101.325,419.36,3,2,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.127
305,12,"['1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide']","""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",380,1269.713108,0.299280206,101.325,419.36,3,2,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.126
306,12,"['1,2-dimethyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide']","""Thermochemistry of ionic liquid heat-transfer fluids"", Van Valkenburg, M. E.; Vaughn, R. L.; Williams, M.; Wilkes, J. S. (2005) Thermochim. Acta 425(1-2), 181-188.",390,1269.713108,0.307156001,101.325,419.36,3,2,0,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.126
307,13,['1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity of the ionic liquid [HMIm]Tf2N with compressed carbon dioxide"", AlBarghouti, K. S.; Scurto, A. M. (2022) AIChE J. 68(6), e17635.",293.15,1292.778631,0.226759627,101.325,447.41,2,5,0,0,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.12891
308,13,['1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity of the ionic liquid [HMIm]Tf2N with compressed carbon dioxide"", AlBarghouti, K. S.; Scurto, A. M. (2022) AIChE J. 68(6), e17635.",298.15,1292.778631,0.230627265,101.325,447.41,2,5,0,0,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.12843
